tile_x,tile_y,zoom,inside_polygon
67846,47252,17,0
67846,47253,17,0
67846,47254,17,0
67846,47255,17,0
67846,47256,17,0
67846,47257,17,0
67846,47258,17,0
67846,47259,17,0
67846,47260,17,0
67846,47261,17,0
67846,47262,17,0
67846,47263,17,0
67846,47264,17,0
67846,47265,17,0
67846,47266,17,0
67846,47267,17,0
67846,47268,17,0
67846,47269,17,0
67846,47270,17,0
67846,47271,17,0
67846,47272,17,0
67846,47273,17,0
67847,47098,17,0
67847,47099,17,0
67847,47100,17,0
67847,47101,17,0
67847,47102,17,0
67847,47103,17,0
67847,47104,17,0
67847,47105,17,0
67847,47106,17,0
67847,47107,17,0
67847,47108,17,0
67847,47109,17,0
67847,47110,17,0
67847,47111,17,0
67847,47112,17,0
67847,47113,17,0
67847,47114,17,0
67847,47115,17,0
67847,47116,17,0
67847,47117,17,0
67847,47118,17,0
67847,47119,17,0
67847,47120,17,0
67847,47121,17,0
67847,47122,17,0
67847,47123,17,0
67847,47124,17,0
67847,47125,17,0
67847,47126,17,0
67847,47127,17,0
67847,47128,17,0
67847,47129,17,0
67847,47130,17,0
67847,47131,17,0
67847,47132,17,0
67847,47133,17,0
67847,47134,17,0
67847,47135,17,0
67847,47136,17,0
67847,47137,17,0
67847,47138,17,0
67847,47139,17,0
67847,47140,17,0
67847,47141,17,0
67847,47142,17,0
67847,47143,17,0
67847,47144,17,0
67847,47145,17,0
67847,47146,17,0
67847,47147,17,0
67847,47148,17,0
67847,47149,17,0
67847,47150,17,0
67847,47151,17,0
67847,47152,17,0
67847,47153,17,0
67847,47154,17,0
67847,47155,17,0
67847,47156,17,0
67847,47157,17,0
67847,47158,17,0
67847,47159,17,0
67847,47160,17,0
67847,47161,17,0
67847,47162,17,0
67847,47163,17,0
67847,47164,17,0
67847,47165,17,0
67847,47166,17,0
67847,47167,17,0
67847,47168,17,0
67847,47169,17,0
67847,47170,17,0
67847,47171,17,0
67847,47172,17,0
67847,47173,17,0
