tile_x,tile_y,zoom,yard_name
67827,46389,17,Yard_8
67827,46388,17,Yard_8
67828,46389,17,Yard_8
67826,46388,17,Yard_8
67826,46387,17,Yard_8
67825,46388,17,Yard_8
67826,46386,17,Yard_8
67825,46387,17,Yard_8
67824,46387,17,Yard_8
67824,46386,17,Yard_8
67823,46387,17,Yard_8
67823,46386,17,Yard_8
