tile_x,tile_y,zoom,inside_polygon
67229,46735,17,0
67229,46736,17,0
67229,46737,17,0
67229,46738,17,0
67229,46739,17,0
67229,46740,17,0
67229,46741,17,0
67229,46742,17,0
67229,46743,17,0
67229,46744,17,0
67229,46745,17,0
67229,46746,17,0
67229,46747,17,0
67229,46748,17,0
67229,46749,17,0
67229,46750,17,0
67229,46751,17,0
67229,46752,17,0
67229,46753,17,0
67229,46754,17,0
67229,46755,17,0
67229,46756,17,0
67229,46757,17,0
67229,46758,17,0
67229,46759,17,0
67229,46760,17,0
67229,46761,17,0
67229,46762,17,0
67229,46763,17,0
67229,46764,17,0
67229,46765,17,0
67229,46766,17,0
67229,46767,17,0
67229,46768,17,0
67229,46769,17,0
67229,46770,17,0
67229,46771,17,0
67229,46772,17,0
67229,46773,17,0
67229,46774,17,0
67229,46775,17,0
67229,46776,17,0
67229,46777,17,0
67229,46778,17,0
67229,46779,17,0
67229,46780,17,0
67229,46781,17,0
67229,46782,17,0
67229,46783,17,0
67229,46784,17,0
67229,46785,17,0
67229,46786,17,0
67229,46787,17,0
67229,46788,17,0
67229,46789,17,0
67229,46790,17,0
67229,46791,17,0
67229,46792,17,0
67229,46793,17,0
67229,46794,17,0
67229,46795,17,0
67229,46796,17,0
67229,46797,17,0
67229,46798,17,0
67229,46799,17,0
67229,46800,17,0
67229,46801,17,0
67229,46802,17,0
67229,46803,17,0
67229,46804,17,0
67229,46805,17,0
67229,46806,17,0
67229,46807,17,0
67229,46808,17,0
67229,46809,17,0
67229,46810,17,0
67229,46811,17,0
67229,46812,17,0
67229,46813,17,0
67229,46814,17,0
67229,46815,17,0
67229,46816,17,0
67229,46817,17,0
67229,46818,17,0
67229,46819,17,0
67229,46820,17,0
67229,46821,17,0
67229,46822,17,0
67229,46823,17,0
67229,46824,17,0
67229,46825,17,0
67229,46826,17,0
67230,46735,17,0
67230,46736,17,0
67230,46737,17,0
67230,46738,17,0
67230,46739,17,0
67230,46740,17,0
67230,46741,17,0
67230,46742,17,0
67230,46743,17,0
67230,46744,17,0
67230,46745,17,0
67230,46746,17,0
67230,46747,17,0
67230,46748,17,0
67230,46749,17,0
67230,46750,17,0
67230,46751,17,0
67230,46752,17,0
67230,46753,17,0
67230,46754,17,0
67230,46755,17,0
67230,46756,17,0
67230,46757,17,0
67230,46758,17,0
67230,46759,17,0
67230,46760,17,0
67230,46761,17,0
67230,46762,17,0
67230,46763,17,0
67230,46764,17,0
67230,46765,17,0
67230,46766,17,0
67230,46767,17,0
67230,46768,17,0
67230,46769,17,0
67230,46770,17,0
67230,46771,17,0
67230,46772,17,0
67230,46773,17,0
67230,46774,17,0
67230,46775,17,0
67230,46776,17,0
67230,46777,17,0
67230,46778,17,0
67230,46779,17,0
67230,46780,17,0
67230,46781,17,0
67230,46782,17,0
67230,46783,17,0
67230,46784,17,0
67230,46785,17,0
67230,46786,17,0
67230,46787,17,0
67230,46788,17,0
67230,46789,17,0
67230,46790,17,0
67230,46791,17,0
67230,46792,17,0
67230,46793,17,0
67230,46794,17,0
67230,46795,17,0
67230,46796,17,0
67230,46797,17,0
67230,46798,17,0
67230,46799,17,0
67230,46800,17,0
67230,46801,17,0
67230,46802,17,0
67230,46803,17,0
67230,46804,17,0
67230,46805,17,0
67230,46806,17,0
67230,46807,17,0
67230,46808,17,0
67230,46809,17,0
67230,46810,17,0
67230,46811,17,0
67230,46812,17,0
67230,46813,17,0
67230,46814,17,0
67230,46815,17,0
67230,46816,17,0
67230,46817,17,0
67230,46818,17,0
67230,46819,17,0
67230,46820,17,0
67230,46821,17,0
67230,46822,17,0
67230,46823,17,0
67230,46824,17,0
67230,46825,17,0
67230,46826,17,0
67231,46735,17,0
67231,46736,17,0
67231,46737,17,0
67231,46738,17,0
67231,46739,17,0
